earningsPerShare,hqzqdm,income,netAssets,netAssetsPerShare,netAssetsYield,netProfit,noDistributeProfit,nonDistributeProfit,profit,totalAssets,totalLiability
0.27,837010,null,null,2.39,0.0774,13557040.35,,19931729.20,12104981.65,132572479.87,12908368.83
0.12,837011,null,null,1.12,0.1074,6133566.90,,3479453.24,6124203.04,73680015.97,17697796.78
0.10,837012,null,null,1.83,0.0348,3116349.96,,6207866.29,3506557.71,73317527.95,13702524.22
-0.25,837013,null,null,0.43,-0.5358,-3801078.99,,-15677894.97,-4766208.21,9041212.86,3068746.01
-0.55,837014,null,null,4.88,-0.1122,-6017539.52,,-2772752.52,-5602121.35,89778023.79,36186589.96
0.91,837015,null,null,15.56,0.2003,16384527.76,,62717334.59,21903791.86,566448851.95,241929352.17
-0.06,837017,null,null,0.98,-0.0637,-1902723.35,,-2333551.22,-1929865.81,64480441.80,33071176.42
-0.14,837018,null,null,0.89,-0.1525,null,,-17487737.38,-4662193.58,30751770.13,1028326.15
-0.15,837019,null,null,0.56,-0.2777,-1741274.27,,-5288087.38,-2591713.79,8938454.10,2164179.50
0.11,837020,null,null,3.03,0.0360,39734995.84,,222328544.78,49042436.13,1764526802.55,703625965.08
0.11,837021,null,null,0.75,0.0445,1119645.43,,-2715594.11,217524.00,10025572.23,2484142.49
0.15,837022,null,null,2.54,0.0455,13382624.50,,50369524.96,13572679.41,778742895.76,555289562.85
-0.05,837024,null,null,0.54,-0.3645,-444772.04,,-5179744.56,-2166404.82,5300817.25,334993.77
0.53,837025,null,null,2.46,0.2403,2631529.79,,3112466.06,3533054.83,16860968.62,4537825.92
0.41,837026,null,null,1.47,0.3266,5943343.73,,6592883.93,8110051.62,32652805.09,10834891.71
0.09,837028,null,null,1.52,0.0422,9641710.92,,42172847.02,17930829.47,225323507.76,64616789.81
0.38,837029,null,null,3.09,0.1601,15158630.16,,41600216.66,17404697.37,206979457.48,66010767.07
null,837030,null,null,null,null,null,,null,null,null,null
-0.08,837031,null,null,1.12,-0.0685,-2316676.93,,-9857856.97,-3344025.64,87153243.04,54595394.35
0.04,837032,null,null,1.26,0.0297,737230.59,,676445.43,1371472.91,121684051.05,96492501.42
0.12,837033,null,null,1.99,0.0551,3674764.94,,13311278.53,3879183.64,74738408.09,15087435.12
-0.07,837034,null,null,1.32,-0.0581,-2575023.53,,3712005.53,-3045817.48,58625761.40,14993128.53
null,837035,null,null,null,null,null,,null,null,null,null
0.03,837036,null,null,0.49,-0.0294,202535.64,,-5144845.50,-112767.64,10396303.90,6459179.81
0.02,837038,null,null,1.74,-0.0012,1858223.77,,4631869.87,-742117.04,322444999.58,148753818.15
0.05,837039,null,null,1.77,0.0228,729841.40,,6566826.71,533833.88,28505672.41,1217873.77
0.07,837040,null,null,1.29,0.0352,3598116.15,,8968467.92,4615680.39,72334820.81,7784080.72
0.05,837041,null,null,4.13,0.0062,2407552.40,,22871604.56,2395556.48,344114771.93,76175861.09
0.40,837042,null,null,1.21,0.1158,3056913.87,,3445175.02,3338801.40,53900975.52,27777315.96
0.05,837043,null,null,1.46,0.0253,1507222.52,,1661013.96,1185885.01,67670911.51,26193616.13
null,837044,null,null,null,null,null,,null,null,null,null
null,837045,null,null,null,null,null,,null,null,null,null
0.03,837046,null,null,1.11,0.0194,1411212.87,,3448454.12,1336754.44,118988008.93,63391418.96
-0.05,837047,null,null,1.82,-0.0318,-2300029.76,,6079939.20,-2844070.00,119987757.40,31303669.07
0.23,837048,null,null,1.40,0.1622,24728481.65,,39995320.73,29215423.72,350186134.40,196230784.73
-0.15,837049,null,null,1.33,-0.1259,-9968028.68,,-9940183.23,-12834440.74,155817248.39,66521395.03
0.11,837050,null,null,4.21,0.0163,2399100.69,,4744326.05,1642098.26,137408716.41,41901096.54
0.04,837051,null,null,1.71,0.0078,327747.28,,8831673.20,65930.55,28311845.00,2131249.88
-0.19,837052,null,null,1.24,-0.1464,-2837096.19,,1871138.56,-2831050.36,23207036.13,4665414.86
0.03,837053,null,null,1.12,0.0231,3799237.12,,null,4059176.38,488281617.58,341060509.78
0.17,837054,null,null,1.42,0.0358,6084333.46,,13047202.31,5326754.45,58235233.78,8578387.99
0.05,837055,null,null,1.43,0.0151,834169.50,,4945708.42,536460.98,49327189.13,27413100.16
0.05,837056,null,null,1.33,-0.0294,1008196.02,,5462578.12,-923972.53,84628492.96,58037443.30
0.01,837057,null,null,1.12,0.0021,323649.19,,2191286.17,33345.27,174473154.08,93581230.96
-0.07,837058,null,null,1.17,-0.0224,-2549680.91,,-2274056.62,-2549680.91,51474531.11,10906577.93
0.00,837060,null,null,0.20,-0.2813,19371.31,,-4571501.80,-280628.69,6001663.06,4994423.45
0.16,837062,null,null,2.11,0.0799,8054843.27,,24552765.39,10626113.84,155349287.38,49406871.40
0.37,837063,null,null,2.80,0.1542,8123472.60,,16663164.96,9329831.81,132604258.75,69513457.25
-0.08,837064,null,null,1.03,-0.0722,-4547760.27,,-519129.20,-5794694.73,123246427.28,61653710.43
0.05,837065,null,null,1.81,0.0106,836730.76,,-1812578.99,275193.53,56463536.50,25677384.91
-0.29,837066,null,null,0.85,-0.3391,-2981559.45,,-8933722.24,-3520443.71,16365955.61,7845439.77
0.05,837067,null,null,3.40,0.0138,1066128.60,,8883511.48,1429934.55,94242348.67,23844079.60
0.20,837069,null,null,2.43,0.0890,11759215.33,,45545005.91,12663225.19,158887117.86,8672216.23
0.18,837070,null,null,5.81,0.0307,2295224.16,,13398779.15,3567463.12,104978740.56,29450289.89
0.07,837072,null,null,1.12,0.0096,1952543.87,,2304805.12,327641.92,80222347.86,46530841.10
0.25,837073,null,null,1.59,0.1610,11466656.61,,17494078.59,11693862.81,66145065.75,8117212.30
0.04,837074,null,null,1.56,-0.0339,764432.10,,-12064049.39,-1416335.95,234940665.38,204374671.99
0.02,837075,null,null,1.10,0.0272,876437.12,,-5749594.63,1399097.45,81240235.07,37173507.33
-0.28,837076,null,null,5.45,-0.0582,-2168750.29,,9336097.65,-2599673.99,74673788.31,31900797.09
-0.75,837077,null,null,0.92,-0.8069,null,,-201857787.92,-58435751.58,91905246.78,50525719.44
0.13,837078,null,null,2.18,0.0273,1961424.65,,7370372.37,765428.41,65509297.80,28022047.88
0.07,837079,null,null,4.98,-0.0110,473889.65,,13075617.03,-173393.13,52943886.08,7577667.34
-0.26,837081,null,null,1.03,-0.2100,-4416088.88,,-2100616.77,-4277410.46,19441470.64,1885740.81
0.01,837082,null,null,1.08,-0.0195,383253.26,,1880639.99,-1118129.30,73981308.67,35516342.44
0.04,837084,null,null,2.92,0.0171,1910099.14,,6003549.66,1646798.85,101395973.69,41278035.98
-0.31,837085,null,null,0.14,-1.1357,-3092659.12,,-8813478.60,-3309402.56,14142776.95,13344739.57
0.11,837087,null,null,1.32,0.0667,3533579.64,,293556.33,3551758.91,129582454.91,85671079.83
0.60,837088,null,null,5.04,0.1187,13857835.06,,43563535.47,15928927.09,260949331.62,145684900.53
0.01,837089,null,null,2.18,-0.0085,298569.53,,562755.90,-1126186.11,224713719.68,96811400.16
0.69,837090,null,null,2.42,0.2941,20445947.12,,22861050.67,24077234.21,114621261.15,41296327.07
-0.15,837091,null,null,0.92,-0.1497,-2931059.95,,-1977877.97,-2910933.63,22995655.37,4766346.52
0.40,837092,null,null,2.83,0.1646,8978410.54,,25204651.56,10041414.55,113468165.32,46714419.25
-0.07,837093,null,null,1.60,-0.0549,-8650133.11,,-81932096.65,-9891226.31,274904985.57,67284929.02
0.29,837094,null,null,2.09,0.1380,5827501.78,,12299175.60,6224413.83,84707632.84,42433672.28
-0.06,837095,null,null,0.97,-0.0633,-3022726.77,,-1715625.42,-3197185.91,69628107.14,21198595.41
-0.30,837096,null,null,0.49,-0.4735,-15211162.52,,-60310238.84,-15387006.70,115498508.35,91656335.60
null,837097,null,null,null,null,null,,null,null,null,null
-0.30,837098,null,null,0.17,-0.9521,-7561837.82,,-37859810.74,-8081466.60,5839020.79,2295566.12
0.26,837099,null,null,1.79,0.1493,8572186.85,,25037183.42,8500620.61,93933397.42,35214721.89
0.37,837100,null,null,2.55,0.1514,28188080.74,,50193573.40,32542257.53,447695572.94,281881119.50
0.44,837102,null,null,2.80,0.1643,13342690.99,,36019170.30,16071989.17,207803436.65,123782085.21
0.00,837103,null,null,1.16,-0.0130,-90212.32,,-2483688.11,-812693.36,70488696.21,24225667.70
-0.12,837104,null,null,1.20,-0.1111,-612695.01,,768916.63,-816246.12,8698329.57,2716292.78
0.25,837105,null,null,2.59,0.0451,2456978.76,,12178914.09,1118810.62,48700210.44,22843486.95
0.04,837106,null,null,1.48,-0.0063,602068.43,,1510546.64,-83119.53,49823005.20,26207501.85
0.79,837107,null,null,6.99,11.0500,8664707.37,,37335273.55,10078302.32,111221809.51,34967451.87
-0.02,837110,null,null,1.33,-0.0357,-1016681.08,,-2197536.55,-2864755.30,124845779.96,45012016.43
null,837111,null,null,null,null,null,,null,null,null,null
0.05,837113,null,null,1.65,0.0256,1666547.77,,18647002.50,928752.19,101512397.11,48692851.38
0.14,837114,null,null,2.67,0.0504,1409792.53,,5749651.65,1469800.65,90303121.17,63636716.86
-0.14,837115,null,null,1.07,-0.1205,-2885841.10,,-3056753.47,-3068703.52,90651133.25,68110732.48
0.09,837116,null,null,1.66,0.0529,4274271.97,,18017028.72,4981050.03,203745391.56,120826116.60
0.05,837117,null,null,1.95,0.0188,7929733.23,,26618422.55,8147338.59,572827886.33,243981985.15
-0.19,837118,null,null,1.52,-0.1129,-2043824.45,,2318789.32,-1152038.40,33339876.28,16616993.86
-0.03,837119,null,null,1.17,-0.0219,-501156.63,,-566410.82,-457536.07,26235917.18,2896323.01
0.32,837120,null,null,4.17,0.0529,8088859.99,,61839639.31,8627570.94,151896531.52,38261389.10
0.12,837121,null,null,1.63,-0.0559,744200.44,,2135920.80,-589156.04,12622218.33,2196837.71
0.21,837122,null,null,0.90,0.0344,1406177.62,,-816260.87,171239.54,11021908.58,4970485.04
0.02,837123,null,null,0.88,0.0150,621408.58,,-26588308.77,357208.58,234571312.19,210204545.75
0.09,837124,null,null,1.89,0.0355,2596833.48,,16507012.04,2424718.21,162841722.30,106213063.54
null,837125,null,null,null,null,null,,null,null,null,null
null,837126,null,null,null,null,null,,null,null,null,null
0.03,837128,null,null,1.98,0.0041,1074760.49,,2664263.64,417175.63,103578311.51,24677617.78
0.42,837129,null,null,3.19,0.1365,23541654.85,,67559432.33,30038432.10,553509678.29,374738671.20
null,837130,null,null,null,null,null,,null,null,null,null
0.14,837132,null,null,2.55,0.0336,3188312.13,,15515973.80,1657063.94,156049981.68,96387956.00
0.00,837133,null,null,2.01,-0.0839,13475.79,,-5687597.90,-4033656.72,57809715.82,9871220.64
0.54,837134,null,null,16.46,-0.0240,5636776.77,,8581251.14,-5334979.86,471098807.50,300430785.34
-0.40,837135,null,null,0.04,-2.8751,-423600.03,,-3622325.26,-423538.82,1154664.96,1114809.68
0.04,837136,null,null,2.23,-0.0247,2008126.73,,11857774.42,-2922770.67,178543570.74,67975574.56
-0.20,837137,null,null,1.51,-0.6062,-1837339.57,,-2801835.30,-3552374.46,22520730.91,9267419.04
null,837138,null,null,null,null,null,,null,null,null,null
-0.34,837141,null,null,2.31,-0.1482,-4785128.50,,14858636.61,-5050382.22,41387623.83,9102385.38
0.06,837142,null,null,1.13,-0.0132,970382.92,,-912298.71,-464325.34,64218858.18,44942959.50
0.01,837143,null,null,1.04,-0.0254,104040.27,,-892682.06,-387642.48,18320638.70,2717346.71
0.04,837144,null,null,1.09,0.0298,8122547.12,,173921.03,7448373.51,607412065.41,378275572.06
0.31,837145,null,null,3.88,0.0621,14643187.37,,16282604.95,17348044.37,301413108.91,115107257.55
-0.11,837146,null,null,1.03,-0.1021,-4297800.32,,-4200246.92,-4775688.09,167008514.60,126888473.90
0.06,837147,null,null,1.12,-0.0049,2638877.29,,2224744.12,786407.60,77150271.48,32846560.90
0.09,837148,null,null,1.42,0.0507,4684351.81,,4719681.57,4420166.01,84991166.74,14141698.33
0.86,837149,null,null,3.91,0.2373,88877438.75,,245835132.34,117515880.39,1166247798.69,759595714.78
0.15,837150,null,null,1.22,0.1308,2854749.17,,3350838.97,3751797.95,31535946.82,8375047.22
0.10,837151,null,null,2.81,0.0283,10941620.37,,64584587.40,10425701.03,615700550.83,290092727.04
0.05,837152,null,null,1.50,0.0299,1263889.05,,-6628451.60,1041288.99,92844596.17,58352389.41
-0.06,837153,null,null,1.12,-0.0589,-2881934.07,,-7334063.77,-4049284.19,209728966.85,124941839.17
-0.03,837154,null,null,0.93,-0.0154,-826855.40,,-1865021.84,-478522.44,23595633.75,321581.11
0.11,837155,null,null,1.16,0.0729,881711.70,,888662.50,725366.33,32305429.34,23400134.38
-0.04,837156,null,null,3.93,-0.0118,-1848214.23,,100551861.09,-2783047.08,270445457.08,70237177.96
0.80,837157,null,null,8.07,0.1062,18854386.91,,72405657.51,25703350.99,317417512.95,134659421.24
0.04,837158,null,null,1.08,0.0018,824932.88,,886889.72,243497.52,25373522.13,1875129.83
-0.04,837159,null,null,0.85,-0.0431,-747384.67,,-3146164.14,-962230.01,21649569.71,4694599.33
0.01,837161,null,null,1.42,0.0084,234303.88,,296323.34,360182.33,85321008.88,56925860.14
-0.26,837162,null,null,0.29,-0.7640,-5236280.81,,-25821324.26,-6414763.98,47400242.44,41621566.70
0.22,837163,null,null,1.63,0.1430,null,,10630952.05,4050330.51,75813176.11,44726146.12
0.38,837164,null,null,6.30,0.0621,29305740.16,,134159608.12,35959117.44,454683689.48,124197668.53
-0.62,837165,null,null,3.10,-0.2002,-6107283.52,,-22883046.65,-6690071.20,23084668.09,19825290.92
-0.07,837166,null,null,0.73,-0.0974,-4581850.07,,-17771643.47,-5085675.35,63640944.61,18487459.68
null,837167,null,null,null,null,null,,null,null,null,null
-0.06,837168,null,null,0.73,-0.1329,-1101426.13,,-6381097.23,-1933741.63,59164187.83,45139353.69
0.15,837169,null,null,1.58,0.0845,3201364.95,,11099826.53,3252816.54,49268980.20,15470415.63
null,837170,null,null,null,null,null,,null,null,null,null
null,837171,null,null,null,null,null,,null,null,null,null
-0.32,837172,null,null,1.46,-0.2402,-3383046.60,,-155935.03,-4178706.70,25056005.95,9731248.03
0.02,837173,null,null,1.50,0.0116,1111774.44,,8779932.95,1799854.87,221946806.78,126006457.98
0.79,837174,null,null,5.48,0.1363,23694170.05,,46030206.21,27660075.12,302624540.62,138215848.73
-0.26,837175,null,null,2.35,-0.1307,-1824903.07,,5634302.25,-2577857.53,30583769.70,13937897.58
0.56,837176,null,null,2.15,0.2389,11178336.34,,11308730.93,12883165.38,60419835.11,17515803.39
0.10,837177,null,null,2.16,0.0340,5008369.89,,17057724.28,6124044.02,132141861.80,23499647.39
null,837178,null,null,null,null,null,,null,null,null,null
-0.07,837179,null,null,1.10,-0.0659,-4464025.91,,1407740.54,-5198542.44,173711756.49,99053958.20
0.02,837180,null,null,1.22,0.0192,546316.16,,1272104.40,755328.10,39154074.10,8881529.46
0.13,837182,null,null,1.21,0.0848,6584768.17,,10259501.95,5917047.64,94685548.82,31818822.96
-0.16,837183,null,null,0.96,-0.3812,-3524907.43,,-21940623.15,-5950839.49,160302799.49,124490943.38
null,837185,null,null,null,null,null,,null,null,null,null
0.08,837186,null,null,1.18,0.0439,2028449.33,,2227521.97,636700.27,91471723.15,61999536.00
-0.04,837187,null,null,2.46,-0.0337,-1690655.94,,21136350.23,-3961910.46,318168442.84,214748236.45
0.24,837188,null,null,1.50,0.1695,11887170.62,,19410010.72,13809936.85,148592559.37,73499862.70
-0.17,837190,null,null,1.74,-0.0983,-8639803.47,,36769014.06,-9929608.92,157575452.62,69792533.27
0.33,837191,null,null,2.69,0.1208,6506874.14,,29843939.57,8312934.10,237238567.51,183451532.98
0.18,837192,null,null,2.38,0.0757,47463739.21,,171351849.28,51700375.07,1112178958.10,498201255.38
0.38,837193,null,null,2.19,0.1648,11299781.27,,30125051.82,14778068.69,78744674.26,13113725.18
null,837194,null,null,null,null,null,,null,null,null,null
0.19,837195,null,null,1.35,0.1030,null,,10356750.16,null,212307869.82,161506694.15
0.03,837197,null,null,1.59,0.0211,166652.47,,350926.95,221947.36,13242335.01,5272108.07
0.13,837198,null,null,3.15,0.0164,4475363.72,,16408063.29,1858762.42,290627632.53,183594281.14
0.57,837199,null,null,3.34,0.1521,22648958.70,,54255571.57,28069965.42,191379031.80,57585376.05
-0.04,837200,null,null,1.20,-0.0435,-686823.29,,71905.96,-559286.01,17712125.19,5696131.44
0.03,837201,null,null,1.21,0.0205,2162251.57,,2162251.57,2560559.81,117917556.33,29568817.25
-0.28,837202,null,null,0.85,-0.2993,-10603803.97,,-16925862.13,-12505431.86,119099680.52,87312376.75
0.17,837205,null,null,1.38,0.1175,74101466.23,,62459926.40,47273550.36,3156051431.65,1615684578.75
-0.36,837206,null,null,0.75,-0.3900,-3990693.29,,-9762706.96,-3994571.97,16821097.12,8583804.08
-0.11,837207,null,null,3.43,-0.0317,-1433448.36,,-3367462.71,-1594228.06,81852501.59,36557176.14
null,837208,null,null,null,null,null,,null,null,null,null
0.49,837209,null,null,8.44,0.0513,7347852.40,,31346731.53,6944129.43,207917507.33,67331475.62
0.34,837210,null,null,7.12,0.0459,5000412.62,,19305236.87,5792783.02,332599915.76,228923406.54
-0.41,837211,null,null,1.48,-0.2469,-8881495.80,,-13458193.86,-9178120.77,42526291.57,10639365.95
0.35,837212,null,null,2.03,0.1498,12058042.79,,29862034.86,12274298.17,156477860.34,86349837.38
-0.10,837213,null,null,2.16,-0.0623,-2786614.00,,11947465.20,-3446672.70,65824163.83,8504465.36
-0.02,837214,null,null,1.09,-0.0170,-515042.42,,-1098179.82,-630191.40,47679022.21,14848741.05
0.44,837215,null,null,1.57,0.1462,8818044.60,,15420153.85,10419308.05,81725416.95,33767278.38
-0.22,837216,null,null,0.05,-1.7401,-4577590.97,,-36083496.59,-5178696.51,13550990.80,12561244.10
0.40,837217,null,null,1.88,0.1674,19900351.88,,21144074.62,19731403.89,142241485.53,46816638.57
0.53,837218,null,null,2.56,0.2288,8013837.96,,14777121.95,9953226.17,81712921.99,42905411.31
0.01,837219,null,null,1.16,0.0013,118668.79,,623442.87,15371.81,10052855.12,215730.53
0.18,837220,null,null,1.43,0.0571,2483105.72,,3581392.63,2481601.22,49958121.22,14310877.98
null,837221,null,null,null,null,null,,null,null,null,null
0.01,837222,null,null,1.20,0.0061,72278.76,,74193.11,92917.81,29619619.90,17660644.85
-0.06,837223,null,null,1.22,-0.0850,-1546644.63,,3159298.16,-2737198.38,35911229.20,4252440.85
0.19,837224,null,null,1.88,0.1714,2700079.48,,5640795.18,1607655.50,32331694.02,5838468.81
0.07,837225,null,null,1.18,0.0081,1621575.02,,3468150.26,252807.99,56798503.41,30344252.73
0.48,837226,null,null,3.07,0.1791,9999337.57,,26316400.49,11523601.88,152904349.47,85712233.81
0.02,837227,null,null,2.10,-0.0321,115236.56,,1321591.96,-404100.84,15200608.84,3725298.53
null,837228,null,null,null,null,null,,null,null,null,null
0.06,837230,null,null,2.64,0.0237,4343165.02,,65239219.88,5459765.91,311501850.03,113260178.55
0.09,837231,null,null,1.64,0.0554,1311172.94,,7791475.45,1884856.80,26230844.84,3307336.28
0.06,837232,null,null,1.16,0.0415,916180.74,,1927015.98,1210002.00,35812638.27,12652984.18
0.16,837234,null,null,1.88,0.0886,3183271.48,,11695622.90,3745005.27,58954225.51,21417973.70
-0.09,837235,null,null,1.27,-0.1189,-4032972.96,,-675560.31,-8887795.61,88748762.78,30289485.20
0.03,837236,null,null,1.87,0.0046,657532.68,,3025548.64,153326.02,53371977.89,15947182.19
0.00,837237,null,null,1.22,0.0019,10128.23,,2172469.90,648413.74,22785988.67,9316651.66
-0.49,837238,null,null,1.25,-0.3278,-4854309.00,,-4172498.52,-4910117.43,18855064.72,6319573.10
0.03,837239,null,null,1.09,0.0268,863904.40,,357879.39,721381.74,39954010.14,7284441.01
0.14,837240,null,null,1.34,0.1062,7294475.46,,14315610.19,8586049.64,111883923.27,43045117.23
0.07,837241,null,null,1.35,0.0522,1360838.27,,4656566.47,1502246.99,37989799.10,10970303.62
2.60,837242,null,null,12.81,0.2725,17955341.46,,39557488.28,23916476.23,207308809.07,109167412.30
0.48,837243,null,null,3.63,0.1259,7246298.90,,28711285.70,7930791.47,66570903.81,12114408.53
